"Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","lostreason","Longitude","Address","Geocode Status","Latitude"
"IPTV nät","424107ff-86b0-191d-cbad-68f2018993c9","SE200000,00","'-99","12/02/2021","Closed Lost","25","","","Allente","","SE200000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","11/06/2025 12:12","1","1","0","","0,00000000","","","0,00000000"
"ITV resource (support Alan)","96f56c99-5376-6767-b757-68f201d6f4b8","SE500000,00","'-99","11/24/2022","Closed Lost","25","","","ITV","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","11/06/2025 12:12","1","1","0","","0,00000000","","","0,00000000"
"Java Developer","1c9c8c71-a2b0-fc88-bf80-68f201f7d797","SE1000000,00","'-99","12/16/2021","Closed Lost","75","","","Red Bee Media","","SE1000000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Java developer, backend, graders","34c3b423-dcde-ae53-bbdd-68f20134682f","SE500000,00","'-99","05/26/2022","Closed Lost","10","","","Red Bee Media","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","11/06/2025 12:12","1","1","0","","0,00000000","","","0,00000000"
"Java utvecklare / QA testautomatisering","f049e3f5-ea41-5397-c8a8-68f2014bf0a2","SE600000,00","'-99","09/16/2021","Closed Lost","25","","","GlobalConnect","","SE600000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Javascript / React-utvecklare i 9 mån","ee725f06-72f0-13e8-b117-68f201d10514","SE1000000,00","'-99","01/13/2022","Closed Won","50","","","Backlight Creative","","SE1000000,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Joint EasyStream Test Product","c1a1a2c3-2dcf-9456-c9f6-68f201c1599b","SE50000,00","'-99","09/29/2022","Closed Lost","75","","","Telia","","SE50000,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Junior OTT Delivery","4b7a76b8-217d-a099-8829-68f201d24830","SE500000,00","'-99","03/05/2025","Closed Lost","10","","","TV4 Media","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"kubernetes/AWS","9e1c2859-e3ea-df93-7e97-68f2012ab41f","SE500000,00","'-99","11/10/2021","Closed Lost","15","","","Net Insight","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Kundprojektsingenjör","d082d238-0a7b-ac2c-b562-68f201715fb9","SE0,00","'-99","05/13/2020","Closed Won","0","","","Red Bee Media","","SE0,00","","","adminalex","1","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Kurser streaming","b80adbab-47ca-0a69-e5af-68f200dd03fd","SE0,00","'-99","05/29/2020","Closed Lost","0","","","Accedo.tv","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Kvalitet förstudie och åtgärder","6b03b89b-535b-7a1b-ba82-68f20133c400","SE100000,00","'-99","02/24/2022","Closed Lost","50","","","Allente","","SE100000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Kvalitet på reklamen - bekräftat ej i HD","a7b5be40-4795-9d21-d2bd-68f201e79cb0","SE0,00","'-99","02/20/2020","Closed Lost","0","","","TV4 Media","","SE0,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"La10cy deal","152f3bda-6ba2-eb7c-c183-68f20122a2df","SE20000,00","'-99","09/07/2023","Closed Won","90","","","La10cy","","SE20000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Latency Benchmark","8c1447d9-cbae-a955-fac9-68f2016b18ab","SE60000,00","'-99","05/11/2023","Closed Won","75","","","Telenor","","SE60000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Lead Virtuella kanaler (Jonas)","d148d841-e50c-ea36-f33d-68f201435894","SE0,00","'-99","02/27/2020","Closed Won","0","","","TV4 Media","","SE0,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Leveranskrav på Dicentia för SF Kids","9457dc28-a5b4-bdf4-e7f5-68f201810658","SE0,00","'-99","04/02/2020","Closed Won","0","","","SF Studios","","SE0,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Lindberg/Rapp","9b93f408-e9d5-d0cd-b222-68f201291828","SE500000,00","'-99","02/05/2024","Closed Lost","15","","","TV4 Media","","SE500000,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Linear Playout","aa54f51e-de34-8fb6-92ff-68f201a14c6e","SE250000,00","'-99","08/22/2024","Closed Lost","25","","","Cineverse","","SE250000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"LinkPulse Analytics Help","c775f39b-6092-d9f5-2a14-68f201f8504b","SE0,00","'-99","02/20/2020","Closed Lost","0","","","TV4 Media","","SE0,00","","","adminalex","1","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Live Operations","98c418f1-ba88-c6a6-29de-68f201a76c77","SE500000,00","'-99","02/24/2022","Closed Lost","25","","","Roku","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Live Quality improvement","e4e0e553-8426-bdfc-72b4-68f201d3bd01","SE120000,00","'-99","01/27/2022","Closed Won","50","","","Telenor","","SE120000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Live streaming","44933115-4bd1-6002-3f6a-68f201dff574","SE500000,00","'-99","04/26/2022","Closed Won","90","","","Imagien","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Live Streaming Computer Vision Support","e43274e9-93e2-901c-5b2d-68f201769fcd","SE100000,00","'-99","06/13/2025","Closed Lost","0","","","Flosports","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Live streaming development","113f1487-b8bc-ec10-3db8-68f2012cd294","SE0,00","'-99","01/26/2023","Closed Won","50","","","Torkhub","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Live transcoding","b0fa8489-1691-b227-ccd1-68f201980e48","SE0,00","'-99","05/06/2021","Closed Won","0","","","Znipe Esport","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Live Video Pipeline","bd284097-b960-cd4a-f035-68f2016fe9a2","SE100000,00","'-99","10/06/2022","Closed Lost","50","","","Telenor","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"livesim2 updates","2e66914b-ddb7-e3b1-21ae-68f2017a349f","SE130000,00","'-99","05/30/2025","Closed Won","50","","","DVB","","SE130000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Ljudnivåer reklamvideo","6d89e584-44f8-01ab-6589-68f201ac64dd","SE15000,00","'-99","11/25/2021","Closed Lost","5","","","Invidi","","SE15000,00","","","adminalex","1","10/17/2025 08:41","11/06/2025 12:11","1","1","0","","0,00000000","","","0,00000000"
"Load testing","af656906-399e-477a-34a2-68f201991bcf","SE200000,00","'-99","08/25/2022","Closed Lost","70","","","TV2 DK","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Load testing WHEP","a4b84b45-755a-403d-2de7-68f2017760c6","SE200000,00","'-99","01/26/2023","Closed Lost","50","","","GlobalConnect","","SE200000,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Loadtesting","4a4823c3-b729-526f-44a4-68f20194e330","SE0,00","'-99","05/06/2021","Closed Lost","0","","","Quickchannel","","SE0,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Loop Channel Development","8f7711b8-7fff-522c-c784-68f2016c21af","SE75000,00","'-99","02/09/2023","Closed Won","50","","","A1 Group","","SE75000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Low Latency CMAF workshop","b9739d90-9655-93c2-4ba6-68f20114ea7f","SE0,00","'-99","03/05/2020","Closed Lost","0","","","TV2 DK","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Low latency development","e159a015-5aa2-99b3-7c64-68f201b1e033","SE800000,00","'-99","01/25/2024","Closed Won","35","","","Agile Content","","SE800000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Low latency solution","968daf06-04f1-68d6-5489-68f20162facc","SE0,00","'-99","03/18/2021","Closed Won","0","","","Cloudastructure","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Low latency workshop","1892348a-c305-7d58-e68e-68f200e2990a","SE0,00","'-99","03/20/2020","Closed Lost","0","","","Telenor","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Low latency workshop","e8b8478e-2de4-f972-e99c-68f201515b8f","SE0,00","'-99","04/02/2020","Closed Lost","0","","","Hive Streaming","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Maintenance Agreement","5b5fa438-13d8-ab27-4c5a-68f2012998e2","SE100000,00","'-99","02/23/2023","Closed Lost","50","","","Pathé Thuis","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Maintenance Agreement","8546ef74-1ebd-77ce-23b8-68f20140b2ce","SE100000,00","'-99","03/30/2023","Closed Lost","50","","","Televic Conference","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Market presentation","c0a701d5-8318-f771-5425-68f2018f9056","SE30000,00","'-99","12/22/2021","Closed Won","75","","","Appear TV","","SE30000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Martin ersättare","1929ed9c-564d-61a1-e66d-68f201949f43","SE500000,00","'-99","03/16/2023","Closed Lost","25","","","Telia","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","11/06/2025 12:12","1","1","0","","0,00000000","","","0,00000000"
"Media Orchestration","1e6fcce5-90b8-5406-0c84-68f2014db3a0","SE500000,00","'-99","09/19/2025","Closed Lost","10","","","ProSiebenSat.1","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Media Orchestration development","720c81c8-8aa3-fa52-c7d0-68f201285287","SE500000,00","'-99","08/29/2025","Closed Won","75","","","DR","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Media Workflow Architecture","d78306fa-51e9-a9d3-cad9-68f201369c49","SE250000,00","'-99","08/11/2022","Closed Won","0","","","Pathé Thuis","","SE250000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"MediaTailor SSAI client side integration","34dc9a57-932e-f058-195c-68f2017dcaad","SE200000,00","'-99","05/07/2025","Closed Lost","50","","","Bitmovin","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Mediespelare","570ec2a2-c520-cd12-8404-68f201bec8e5","SE120000,00","'-99","03/14/2024","Closed Won","65","","","Plint","","SE120000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Mgr generell kvalitetsförbättring","bc3fc2fa-3b23-7113-8ef3-68f201e3dee9","SE0,00","'-99","03/26/2020","Closed Lost","0","","","Telia","","SE0,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Migration Guide","1bc966a7-9343-21e4-c7e1-68f201c936bd","SE200000,00","'-99","04/25/2025","Closed Lost","25","","","Akamai","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","11/06/2025 12:13","1","1","0","","0,00000000","","","0,00000000"
"Mixa in live i virtuella kanaler","c702043c-d11d-395c-8fbe-68f2019802a0","SE500000,00","'-99","02/24/2022","Closed Won","0","","","TV4 Media","","SE500000,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Mobile news player dev iOS","af75e37c-7cbc-eb7f-5c8a-68f2012d21e0","SE400000,00","'-99","10/30/2024","Closed Lost","50","","","TV4 Media","","SE400000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"MSS ingest","30fb9eb9-69d9-c2bb-c221-68f201d0dfda","SE800000,00","'-99","10/18/2024","Closed Lost","50","","","Agile Content","","SE800000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Multisource Research","9e5bb2df-cdd6-bac3-c9bf-68f201934a25","SE1500000,00","'-99","06/15/2023","Closed Lost","50","","","Dolby","","SE1500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Multistreaming engine SQS support","87847f26-2606-140d-b6b8-68f2018a06a6","SE100000,00","'-99","01/13/2022","Closed Won","0","","","Antourage","","SE100000,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Native WebRTC development","d8470f0b-696c-2423-73c8-68f20196dfa4","SE1200000,00","'-99","09/02/2021","Closed Lost","25","","","Twitter","","SE1200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"NDI Investigation","4240a560-2d1b-2f4e-abbe-68f2019dc417","SE100000,00","'-99","01/24/2025","Closed Won","25","","","Bonnier News","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Nenda portal development","4facaaa2-5869-5cac-08c1-68f20195c4f3","SE0,00","'-99","01/14/2021","Closed Won","0","","","Nenda","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"NEO Development","66667fae-3a0c-1485-aa97-68f20182072e","SE500000,00","'-99","09/11/2025","Closed Won","75","","","Sveriges Television","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Nuuday deal","2f745380-3f7f-4e6c-4cb6-68f201a247b5","SE765000,00","'-99","04/11/2023","Closed Won","100","","","Nuuday","","SE765000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Nuuday deal","cbe3cc8e-e4de-69f2-d2e8-68f201ec4ad8","SE1000000,00","'-99","09/14/2023","Closed Lost","10","","","Nuuday","","SE1000000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Nyutveckling","1133b5d8-82ba-419e-ce75-68f20125ae94","SE200000,00","'-99","08/31/2023","Closed Won","75","","","LO","","SE200000,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","11/06/2025 12:12","1","1","0","","0,00000000","","","0,00000000"
"OMSDK Adapter integration","be3198b0-4a81-cba9-8272-68f201551f6b","SE30000,00","'-99","08/22/2024","Closed Lost","25","","","Bitmovin","","SE30000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Omvärldsbevakning löpande","411a6974-36b2-22ce-c041-68f20117849d","SE20000,00","'-99","05/01/2025","Closed Lost","50","","","Mediamätning i Skandinavien AB","","SE20000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Open Analytics POC","d7054081-2d26-3cfb-9dc0-68f2012eec33","SE10000000,00","'-99","10/17/2025","Closed Lost","25","","","Sveriges Radio","","SE10000000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","10/29/2025 08:04","1","88d6d3dc-1e82-5e98-2dea-68ff57fae638","0","","0,00000000","","","0,00000000"
"Open Intercom","2c4fa4fb-e519-7390-3903-68f2013461af","SE30000,00","'-99","08/29/2025","Closed Lost","25","","","SWR","","SE30000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
